date,keyword,cpc,generated_text
2021-09-13,spacecraft,3.11,"""space"""
2021-09-13,photography,2.83,"""fashion"""
2021-09-13,city,0.42,"""sport"""
2021-09-13,meal,3.34,"""cooking"""
2021-09-14,orbiting,4.0,"""space"""
2021-09-14,meditation,8.94,"""cooking"""
2021-09-14,resort,8.33,"""travel"""
2021-09-15,scores,6.5,"""sport"""
2021-09-15,referee,3.31,"""education"""
2021-09-15,transport,3.39,"""sport"""
2021-09-15,gluten-free,7.25,"""cooking"""
2021-09-16,culinary,0.38,"""cooking"""
2021-09-16,cruise,8.31,"""travel"""
2021-09-17,diploma,3.44,"""education"""
2021-09-17,spacewalk,9.33,"""space"""
2021-09-17,marathon,3.34,"""sport"""
2021-09-17,skateboarding,2.38,"""sport"""
2021-09-17,historical,2.18,"""game"""
2021-09-17,landmark,6.12,"""travel"""
2021-09-17,seafood,3.36,"""cooking"""
2021-09-17,breakfast,5.84,"""cooking"""
2021-09-18,learning,7.12,"""education"""
2021-09-18,lunar,0.75,"""game"""
2021-09-18,solar system,3.12,"""space"""
2021-09-18,recovery,7.06,"""sport"""
2021-09-18,city tour,4.53,"""travel"""
2021-09-18,spice,9.94,"""cooking"""
2021-09-18,salad,0.66,"""cooking"""
2021-09-19,attendance,6.59,"""education"""
2021-09-19,certification,0.86,"""cooking"""
2021-09-19,spacecraft,7.97,"""space"""
2021-09-19,recovery,6.95,"""sport"""
2021-09-19,baseball,3.33,"""sport"""
2021-09-19,eco-tourism,5.17,"""travel"""
2021-09-20,diploma,3.38,"""education"""
2021-09-20,rocket,0.13,"""sport"""
2021-09-20,orbit,6.62,"""space"""
2021-09-20,culinary,3.83,"""cooking"""
2021-09-20,budget,0.11,"""fashion"""
2021-09-20,meal,7.86,"""cooking"""
2021-09-21,graduation,1.5,"""education"""
2021-09-21,assessment,4.85,"""education"""
2021-09-21,accommodation,4.76,"""cooking"""
2021-09-21,vacation,2.43,"""travel"""
2021-09-21,fusion,3.51,"""game"""
2021-09-22,student,5.07,"""education"""
2021-09-22,specialization,9.18,"""education"""
2021-09-22,travel blog,0.15,"""travel"""
2021-09-22,technique,1.5,"""game"""
2021-09-23,attendance,7.5,"""education"""
2021-09-23,cosmology,1.58,"""space"""
2021-09-23,skiing,5.8,"""sport"""
2021-09-23,esports,4.1,"""sport"""
2021-09-23,adventure,4.07,"""sport"""
2021-09-23,historical,0.59,"""game"""
2021-09-24,scholarship,9.66,"""education"""
2021-09-24,orbiting,4.7,"""space"""
2021-09-24,spacecraft,1.94,"""space"""
2021-09-24,equipment,6.45,"""game"""
2021-09-24,soup,7.37,"""cooking"""
2021-09-25,classmate,6.3,"""game"""
2021-09-25,martian,5.72,"""cooking"""
2021-09-25,match,6.12,"""sport"""
2021-09-25,marathon,2.14,"""sport"""
2021-09-25,sightseeing,9.01,"""travel"""
2021-09-25,vacation,6.3,"""travel"""
2021-09-25,cookware,7.22,"""cooking"""
2021-09-26,university,4.23,"""education"""
2021-09-26,exoplanet,1.4,"""space"""
2021-09-26,warmup,7.34,"""game"""
2021-09-26,city,9.78,"""sport"""
2021-09-27,university,6.36,"""education"""
2021-09-27,achievement,9.3,"""sport"""
2021-09-27,universe,6.29,"""game"""
2021-09-27,planetary science,6.77,"""space"""
2021-09-27,cafe,1.0,"""cooking"""
2021-09-27,seafood,6.53,"""cooking"""
2021-09-28,innovation,1.36,"""game"""
2021-09-28,observatory,1.27,"""game"""
2021-09-28,coach,3.42,"""sport"""
2021-09-28,basketball,3.99,"""sport"""
2021-09-28,destination,8.27,"""travel"""
2021-09-28,itinerary,7.02,"""travel"""
2021-09-29,critical thinking,9.75,"""education"""
2021-09-29,adventure travel,3.68,"""travel"""
2021-09-29,passport,6.1,"""travel"""
2021-09-29,slow cooker,1.66,"""cooking"""
2021-09-29,seasonal,3.18,"""fashion"""
2021-09-30,academic,2.15,"""education"""
2021-09-30,technique,9.17,"""game"""
2021-10-01,classroom,4.87,"""education"""
2021-10-01,season,7.26,"""sport"""
2021-10-01,coach,0.27,"""sport"""
2021-10-01,destination wedding,6.08,"""fashion"""
2021-10-01,meal,0.83,"""cooking"""
2021-10-01,bakery,7.31,"""cooking"""
2021-10-02,e-learning,5.66,"""education"""
2021-10-02,basketball,2.29,"""sport"""
2021-10-02,marathon,9.09,"""sport"""
2021-10-02,garnish,5.47,"""fashion"""
2021-10-03,spacecraft,5.06,"""space"""
2021-10-03,injury,4.75,"""sport"""
2021-10-03,sports gear,1.98,"""sport"""
2021-10-03,photography,7.18,"""fashion"""
2021-10-04,innovation,5.22,"""game"""
2021-10-04,assessment tool,1.84,"""education"""
2021-10-04,coach,2.96,"""sport"""
2021-10-04,athlete,3.49,"""sport"""
2021-10-04,heritage,9.84,"""cooking"""
2021-10-04,city tour,7.14,"""travel"""
2021-10-04,menu,2.18,"""game"""
2021-10-04,vegan,3.49,"""cooking"""
2021-10-05,college,6.21,"""education"""
2021-10-05,certification,7.91,"""cooking"""
2021-10-05,satellite,8.57,"""sport"""
2021-10-05,season,8.77,"""sport"""
2021-10-05,recipe,2.15,"""cooking"""
2021-10-06,innovation,7.05,"""game"""
2021-10-06,academic,4.96,"""education"""
2021-10-06,orbit,7.62,"""space"""
2021-10-06,meteor,3.87,"""space"""
2021-10-06,technique,5.21,"""game"""
2021-10-06,scores,8.34,"""sport"""
2021-10-06,heritage,2.65,"""cooking"""
2021-10-06,backpacking,7.08,"""travel"""
2021-10-06,bistro,5.82,"""cooking"""
2021-10-07,matriculation,2.05,"""education"""
2021-10-07,extracurricular,9.48,"""sport"""
2021-10-07,satellite,7.67,"""sport"""
2021-10-07,resort,1.91,"""travel"""
2021-10-07,meal prep,2.78,"""cooking"""
2021-10-08,lectures,7.22,"""education"""
2021-10-08,mentorship,3.88,"""education"""
2021-10-08,cruise,9.76,"""travel"""
2021-10-08,kitchen,2.19,"""cooking"""
2021-10-08,chef,0.19,"""cooking"""
2021-10-09,probe,0.52,"""game"""
2021-10-09,team,2.18,"""sport"""
2021-10-09,excursion,4.35,"""travel"""
2021-10-09,presentation,1.22,"""education"""
2021-10-10,mentorship,7.95,"""education"""
2021-10-10,research,1.45,"""game"""
2021-10-10,season,2.34,"""sport"""
2021-10-10,rugby,4.77,"""sport"""
2021-10-11,interstellar,9.51,"""space"""
2021-10-11,journey,2.31,"""travel"""
2021-10-11,menu,0.1,"""game"""
2021-10-11,catering,2.66,"""fashion"""
2021-10-12,college,5.18,"""education"""
2021-10-12,training,3.08,"""education"""
2021-10-12,baseball,3.73,"""sport"""
2021-10-12,heritage,4.5,"""cooking"""
2021-10-12,photography,7.06,"""fashion"""
2021-10-12,lunch,6.12,"""cooking"""
2021-10-13,workshop,2.46,"""education"""
2021-10-13,solar,2.58,"""cooking"""
2021-10-13,meteor,8.07,"""space"""
2021-10-13,tour,0.75,"""travel"""
2021-10-13,culture,6.94,"""culture"""
2021-10-14,assessment tool,9.76,"""education"""
2021-10-14,universe,0.26,"""game"""
2021-10-14,mission,4.59,"""game"""
2021-10-14,flight,9.26,"""sport"""
2021-10-14,experience,8.33,"""travel"""
2021-10-15,schooling,4.56,"""education"""
2021-10-15,workshop,0.89,"""education"""
2021-10-15,travel community,4.53,"""travel"""
2021-10-16,exams,1.11,"""education"""
2021-10-16,teaching,4.58,"""education"""
2021-10-16,NASA,7.39,"""sport"""
2021-10-16,interstellar,0.48,"""space"""
2021-10-16,boxing,3.8,"""sport"""
2021-10-16,destination wedding,3.64,"""fashion"""
2021-10-16,city,0.53,"""sport"""
2021-10-16,cuisine,5.48,"""cooking"""
2021-10-17,skillset,2.77,"""game"""
2021-10-17,diploma,7.99,"""education"""
2021-10-17,martian,0.84,"""cooking"""
2021-10-17,space station,3.28,"""space"""
2021-10-17,strategy,4.23,"""game"""
2021-10-17,training,9.29,"""education"""
2021-10-17,comfort,6.77,"""fashion"""
2021-10-18,lectures,2.35,"""education"""
2021-10-18,athlete,2.46,"""sport"""
2021-10-18,cruise,5.47,"""travel"""
2021-10-19,attendance,4.9,"""education"""
2021-10-19,curriculum,5.18,"""education"""
2021-10-19,telescope,3.98,"""space"""
2021-10-19,adventure,4.55,"""sport"""
2021-10-19,flight,9.88,"""sport"""
2021-10-20,rocket,5.99,"""sport"""
2021-10-20,probe,0.5,"""game"""
2021-10-20,sportsmanship,7.41,"""sport"""
2021-10-20,transportation,7.83,"""travel"""
2021-10-20,itinerary,4.75,"""travel"""
2021-10-20,soup,7.05,"""cooking"""
2021-10-21,resort,8.72,"""travel"""
2021-10-21,ingredient,9.05,"""cooking"""
2021-10-21,seasonal,3.9,"""fashion"""
2021-10-22,orbit,2.33,"""space"""
2021-10-22,black hole,8.27,"""game"""
2021-10-22,esports,2.65,"""sport"""
2021-10-22,city,0.32,"""sport"""
2021-10-22,catering,3.32,"""fashion"""
2021-10-23,e-learning,8.99,"""education"""
2021-10-23,lectures,2.07,"""education"""
2021-10-23,astronaut,9.44,"""space"""
2021-10-23,basketball,3.42,"""sport"""
2021-10-23,endurance,8.17,"""cooking"""
2021-10-23,cruise,5.62,"""travel"""
2021-10-23,hiking,8.94,"""sport"""
2021-10-23,dip,7.76,"""sport"""
2021-10-23,dining,1.31,"""cooking"""
2021-10-24,innovation,5.07,"""game"""
2021-10-24,internship,2.56,"""cooking"""
2021-10-24,probe,1.52,"""game"""
2021-10-24,adventure,5.76,"""sport"""
2021-10-24,excursion,3.05,"""travel"""
2021-10-24,healthy,7.06,"""cooking"""
2021-10-24,international,8.03,"""travel"""
2021-10-25,astrophysics,5.64,"""space"""
2021-10-25,cosmic,7.32,"""space"""
2021-10-25,rivalry,7.25,"""sport"""
2021-10-25,accommodation,9.44,"""cooking"""
2021-10-25,hiking,3.87,"""sport"""
2021-10-26,exams,9.14,"""education"""
2021-10-26,pedagogy,7.63,"""education"""
2021-10-26,rover,5.82,"""space"""
2021-10-26,athletics,4.5,"""sport"""
2021-10-26,flavor,5.76,"""cooking"""
2021-10-27,skillset,3.9,"""game"""
2021-10-27,sponsorship,7.72,"""game"""
2021-10-27,kitchen,1.87,"""cooking"""
2021-10-27,restaurant,7.78,"""cooking"""
2021-10-28,lectures,4.5,"""education"""
2021-10-28,qualification,9.06,"""education"""
2021-10-28,rover,0.12,"""space"""
2021-10-28,tournament,6.97,"""sport"""
2021-10-28,culture,5.98,"""culture"""
2021-10-28,picturesque,7.42,"""fashion"""
2021-10-28,pasta,2.25,"""cooking"""
2021-10-28,snack,4.24,"""cooking"""
2021-10-29,innovation,1.09,"""game"""
2021-10-29,diploma,5.83,"""education"""
2021-10-29,injury,8.38,"""sport"""
2021-10-29,championship,6.63,"""sport"""
2021-10-29,eco-tourism,10.0,"""travel"""
2021-10-29,itinerary,2.4,"""travel"""
2021-10-30,study habits,5.1,"""education"""
2021-10-30,classmate,5.42,"""game"""
2021-10-30,star,4.77,"""sport"""
2021-10-30,solar,7.61,"""cooking"""
2021-10-30,fanbase,5.99,"""game"""
2021-10-30,sauce,4.53,"""cooking"""
2021-10-31,exams,7.43,"""education"""
2021-10-31,research,1.79,"""game"""
2021-10-31,excursion,6.88,"""travel"""
2021-10-31,nature,5.58,"""sport"""
2021-10-31,spice,2.94,"""cooking"""
2021-10-31,brunch,0.45,"""cooking"""
2021-11-01,pedagogy,5.23,"""education"""
2021-11-01,assessment tool,4.83,"""education"""
2021-11-01,interstellar,7.85,"""space"""
2021-11-01,records,6.0,"""game"""
2021-11-01,photography,1.89,"""fashion"""
2021-11-01,hiking,6.69,"""sport"""
2021-11-01,flavor,1.44,"""cooking"""
2021-11-02,equipment,0.81,"""game"""
2021-11-02,rivalry,7.14,"""sport"""
2021-11-02,vacation,3.48,"""travel"""
2021-11-03,certification,8.96,"""cooking"""
2021-11-03,internship,7.09,"""cooking"""
2021-11-03,rugby,2.93,"""sport"""
2021-11-03,meditation,2.52,"""cooking"""
2021-11-03,experience,2.53,"""travel"""
2021-11-03,travel agent,0.46,"""travel"""
2021-11-03,fusion,3.04,"""game"""
2021-11-04,classroom,4.43,"""education"""
2021-11-04,seminar,2.72,"""education"""
2021-11-04,exoplanet,1.65,"""space"""
2021-11-04,space station,4.25,"""space"""
2021-11-04,league,6.77,"""sport"""
2021-11-04,meditation,2.79,"""cooking"""
2021-11-04,heritage,5.83,"""cooking"""
2021-11-04,picturesque,3.58,"""fashion"""
2021-11-05,e-learning,4.72,"""education"""
2021-11-05,rivalry,5.45,"""sport"""
2021-11-05,destination,9.39,"""travel"""
2021-11-06,gravity,0.71,"""sport"""
2021-11-06,fitness,4.1,"""sport"""
2021-11-06,wanderlust,5.22,"""fashion"""
2021-11-06,heritage,9.08,"""cooking"""
2021-11-07,education policy,4.94,"""education"""
2021-11-07,assessment tool,2.39,"""education"""
2021-11-07,cosmic rays,1.96,"""space"""
2021-11-07,breakfast,0.19,"""cooking"""
2021-11-08,expedition,8.24,"""travel"""
2021-11-08,barbecue,6.97,"""cooking"""
2021-11-08,breakfast,0.38,"""cooking"""
2021-11-09,study habits,2.76,"""education"""
2021-11-09,exams,4.21,"""education"""
2021-11-09,astronaut,2.19,"""space"""
2021-11-09,gravitation,9.93,"""sport"""
2021-11-09,city,2.58,"""sport"""
2021-11-09,getaway,9.67,"""travel"""
2021-11-09,cafe,1.96,"""cooking"""
2021-11-09,flavor,7.38,"""cooking"""
2021-11-10,seminar,3.02,"""education"""
2021-11-10,college,7.57,"""education"""
2021-11-10,wormhole,2.15,"""game"""
2021-11-10,skateboarding,3.01,"""sport"""
2021-11-10,officiating,2.03,"""sport"""
2021-11-10,travel blog,1.57,"""travel"""
2021-11-10,cookware,9.02,"""cooking"""
2021-11-10,seasonal,2.98,"""fashion"""
2021-11-11,achievement,3.68,"""sport"""
2021-11-11,extraterrestrial,8.55,"""space"""
2021-11-11,alien,2.43,"""space"""
2021-11-12,planet,5.36,"""sport"""
2021-11-12,dark matter,0.91,"""cooking"""
2021-11-12,guidebook,5.86,"""travel"""
2021-11-12,breakfast,9.19,"""cooking"""
2021-11-13,astronomy,3.76,"""space"""
2021-11-13,space station,3.9,"""space"""
2021-11-13,scores,9.07,"""sport"""
2021-11-13,resort,9.12,"""travel"""
2021-11-13,adventure,3.74,"""sport"""
2021-11-13,vegan,7.68,"""cooking"""
2021-11-14,teacher,6.89,"""education"""
2021-11-14,seminar,8.25,"""education"""
2021-11-14,boxing,8.45,"""sport"""
2021-11-14,agility,9.29,"""sport"""
2021-11-15,education policy,7.16,"""education"""
2021-11-15,research,1.35,"""game"""
2021-11-15,wormhole,9.52,"""game"""
2021-11-15,cosmology,7.08,"""space"""
2021-11-15,excursion,6.38,"""travel"""
2021-11-15,historical,3.14,"""game"""
2021-11-15,baking,6.63,"""cooking"""
2021-11-15,soup,6.09,"""cooking"""
2021-11-16,education policy,9.95,"""education"""
2021-11-16,degree,5.41,"""education"""
2021-11-16,backpacking,8.18,"""travel"""
2021-11-16,vacation,2.86,"""travel"""
2021-11-16,bakery,9.68,"""cooking"""
2021-11-16,seasonal,8.78,"""fashion"""
2021-11-17,cosmic,7.84,"""space"""
2021-11-17,rover,4.0,"""space"""
2021-11-17,recovery,9.31,"""sport"""
2021-11-17,highlights,8.23,"""game"""
2021-11-17,picturesque,4.92,"""fashion"""
2021-11-17,healthy,0.36,"""cooking"""
2021-11-18,curriculum,6.03,"""education"""
2021-11-18,textbook,1.61,"""education"""
2021-11-18,milky way,6.91,"""cooking"""
2021-11-18,planet,0.35,"""sport"""
2021-11-18,city,9.4,"""sport"""
2021-11-18,accommodation,2.2,"""cooking"""
2021-11-19,training,6.0,"""education"""
2021-11-19,study habits,4.4,"""education"""
2021-11-19,nebula,3.02,"""space"""
2021-11-19,meteor,5.57,"""space"""
2021-11-19,athlete,9.74,"""sport"""
2021-11-19,nature,7.21,"""sport"""
2021-11-19,culinary,6.13,"""cooking"""
2021-11-21,internship,2.72,"""cooking"""
2021-11-21,coursework,2.89,"""education"""
2021-11-21,solar,4.5,"""cooking"""
2021-11-21,probe,7.42,"""game"""
2021-11-21,comfort,2.27,"""fashion"""
2021-11-21,slow cooker,7.25,"""cooking"""
2021-11-22,workshop,5.74,"""education"""
2021-11-22,knowledge,9.41,"""education"""
2021-11-22,observatory,0.47,"""game"""
2021-11-22,gymnastics,5.72,"""sport"""
2021-11-22,heritage,8.57,"""cooking"""
2021-11-22,travel agent,2.13,"""travel"""
2021-11-22,brunch,2.11,"""cooking"""
2021-11-23,professor,0.83,"""education"""
2021-11-23,extracurricular,5.06,"""sport"""
2021-11-23,ingredient,7.01,"""cooking"""
2021-11-24,classmate,2.54,"""game"""
2021-11-24,spacewalk,2.85,"""space"""
2021-11-24,orbiting,2.32,"""space"""
2021-11-24,athlete,7.62,"""sport"""
2021-11-24,swimming,2.03,"""sport"""
2021-11-25,aerospace,9.76,"""space"""
2021-11-25,tournament,9.25,"""sport"""
2021-11-25,dinner,5.92,"""cooking"""
2021-11-26,spacecraft,9.72,"""space"""
2021-11-26,records,5.46,"""game"""
2021-11-26,relaxation,7.9,"""game"""
2021-11-26,lunch,6.34,"""cooking"""
2021-11-26,presentation,8.99,"""education"""
2021-11-27,knowledge,4.17,"""education"""
2021-11-27,gravitation,0.18,"""sport"""
2021-11-27,flavor,2.86,"""cooking"""
2021-11-28,extraterrestrial,5.71,"""space"""
2021-11-28,local,8.04,"""travel"""
2021-11-28,guidebook,7.58,"""travel"""
2021-11-29,workshop,2.14,"""education"""
2021-11-29,syllabus,9.7,"""game"""
2021-11-29,spacewalk,7.52,"""space"""
2021-11-29,referee,9.47,"""education"""
2021-11-29,backpacking,1.92,"""travel"""
2021-11-30,destination wedding,0.44,"""fashion"""
2021-11-30,sustainable,6.12,"""cooking"""
2021-12-01,skiing,5.45,"""sport"""
2021-12-01,agility,5.22,"""sport"""
2021-12-01,city,9.09,"""sport"""
2021-12-02,schooling,6.65,"""education"""
2021-12-02,e-learning,5.46,"""education"""
2021-12-02,interstellar,9.01,"""space"""
2021-12-02,cosmic,1.85,"""space"""
2021-12-02,agility,0.42,"""sport"""
2021-12-02,backpacking,4.1,"""travel"""
2021-12-02,transport,8.06,"""sport"""
2021-12-03,rivalry,3.31,"""sport"""
2021-12-03,lunch,0.98,"""cooking"""
2021-12-04,matriculation,4.58,"""education"""
2021-12-04,exams,2.34,"""education"""
2021-12-04,alien,2.69,"""space"""
2021-12-04,black hole,5.5,"""game"""
2021-12-04,gymnastics,5.54,"""sport"""
2021-12-04,resort,8.06,"""travel"""
2021-12-04,cuisine,7.2,"""cooking"""
2021-12-04,international,1.25,"""travel"""
2021-12-05,teaching,8.15,"""education"""
2021-12-05,coach,7.97,"""sport"""
2021-12-05,flight,4.69,"""sport"""
2021-12-05,garnish,3.73,"""fashion"""
2021-12-06,degree,7.56,"""education"""
2021-12-06,martian,9.1,"""cooking"""
2021-12-06,cookware,0.14,"""cooking"""
2021-12-06,barbecue,3.96,"""cooking"""
2021-12-07,academic,5.59,"""education"""
2021-12-07,skillset,5.38,"""game"""
2021-12-07,expedition,6.61,"""travel"""
2021-12-07,hockey,9.51,"""sport"""
2021-12-07,rugby,3.38,"""sport"""
2021-12-08,workshop,4.94,"""education"""
2021-12-08,launch,4.32,"""game"""
2021-12-08,orbit,4.53,"""space"""
2021-12-08,boxing,3.29,"""sport"""
2021-12-08,basketball,5.64,"""sport"""
2021-12-08,cruise,5.61,"""travel"""
2021-12-08,backpacking,6.36,"""travel"""
2021-12-08,fusion,9.62,"""game"""
2021-12-09,attendance,1.35,"""education"""
2021-12-09,textbook,8.05,"""education"""
2021-12-09,astrophysics,3.77,"""space"""
2021-12-09,cosmic rays,5.34,"""space"""
2021-12-09,fanbase,9.24,"""game"""
2021-12-09,strategy,3.47,"""game"""
2021-12-09,healthy,4.41,"""cooking"""
2021-12-09,vegan,1.49,"""cooking"""
2021-12-10,graduation,2.2,"""education"""
2021-12-10,learning,7.13,"""education"""
2021-12-10,satellite,0.48,"""sport"""
2021-12-10,meteor,7.32,"""space"""
2021-12-10,sports gear,4.84,"""sport"""
2021-12-10,transportation,6.58,"""travel"""
2021-12-10,eco-tourism,6.33,"""travel"""
2021-12-10,soup,7.39,"""cooking"""
2021-12-10,cafe,5.86,"""cooking"""
2021-12-11,achievement,7.63,"""sport"""
2021-12-11,cosmos,9.71,"""space"""
2021-12-11,cosmic,3.84,"""space"""
2021-12-11,boxing,8.18,"""sport"""
2021-12-11,sauce,8.16,"""cooking"""
2021-12-12,college,1.99,"""education"""
2021-12-12,astronomy,2.93,"""space"""
2021-12-12,space shuttle,7.74,"""space"""
2021-12-12,heritage,1.57,"""cooking"""
2021-12-12,vegan,5.59,"""cooking"""
2021-12-12,salad,4.54,"""cooking"""
2021-12-13,literacy,4.21,"""education"""
2021-12-13,science fair,7.32,"""education"""
2021-12-13,cricket,8.65,"""game"""
2021-12-13,getaway,5.74,"""travel"""
2021-12-13,sightseeing,9.52,"""travel"""
2021-12-13,snack,9.73,"""cooking"""
2021-12-13,grilling,0.16,"""cooking"""
2021-12-14,workshop,4.16,"""education"""
2021-12-14,gravity,9.97,"""sport"""
2021-12-14,team,7.95,"""sport"""
2021-12-14,warmup,7.18,"""game"""
2021-12-14,adventure,7.36,"""sport"""
2021-12-14,eco-tourism,0.53,"""travel"""
2021-12-14,grilling,3.44,"""cooking"""
2021-12-15,tutoring,0.54,"""sport"""
2021-12-15,curriculum,2.86,"""education"""
2021-12-15,guidebook,9.25,"""travel"""
2021-12-15,sustainable,5.03,"""cooking"""
2021-12-15,flavor,7.18,"""cooking"""
2021-12-16,study habits,4.73,"""education"""
2021-12-16,coursework,4.38,"""education"""
2021-12-16,strategy,7.98,"""game"""
2021-12-16,cricket,9.13,"""game"""
2021-12-16,city,7.84,"""sport"""
2021-12-16,historical,8.55,"""game"""
2021-12-16,seasonal,4.48,"""fashion"""
2021-12-17,launch,2.78,"""game"""
2021-12-17,team,4.92,"""sport"""
2021-12-17,vacation,2.85,"""travel"""
2021-12-17,travel community,3.84,"""travel"""
2021-12-18,homeschooling,5.51,"""education"""
2021-12-18,agility,3.28,"""sport"""
2021-12-18,tennis,7.53,"""sport"""
2021-12-18,meal,4.26,"""cooking"""
2021-12-18,chef,6.66,"""cooking"""
2021-12-19,literature,9.51,"""cooking"""
2021-12-19,cosmic,9.62,"""space"""
2021-12-19,cosmic rays,9.15,"""space"""
2021-12-19,athletics,5.03,"""sport"""
2021-12-19,agility,4.22,"""sport"""
2021-12-20,internship,8.16,"""cooking"""
2021-12-20,wormhole,1.99,"""game"""
2021-12-20,extraterrestrial,2.92,"""space"""
2021-12-20,skateboarding,5.5,"""sport"""
2021-12-20,travel agent,7.7,"""travel"""
2021-12-21,syllabus,4.77,"""game"""
2021-12-21,fanbase,6.28,"""game"""
2021-12-22,lunch,2.89,"""cooking"""
2021-12-22,soup,8.05,"""cooking"""
2021-12-23,curriculum,7.6,"""education"""
2021-12-23,university,9.07,"""education"""
2021-12-23,relaxation,2.66,"""game"""
2021-12-23,flavor,2.01,"""cooking"""
2021-12-23,meal prep,4.17,"""cooking"""
2021-12-24,solar,0.79,"""cooking"""
2021-12-25,knowledge,8.66,"""education"""
2021-12-25,space shuttle,0.56,"""space"""
2021-12-25,orbit,9.64,"""space"""
2021-12-25,swimming,8.57,"""sport"""
2021-12-25,tennis,5.15,"""sport"""
2021-12-25,heritage,8.37,"""cooking"""
2021-12-25,seasonal,6.6,"""fashion"""
2021-12-26,syllabus,2.33,"""game"""
2021-12-26,spacecraft,6.49,"""space"""
2021-12-26,soup,0.5,"""cooking"""
2021-12-27,graduation,3.92,"""education"""
2021-12-27,learning,8.4,"""education"""
2021-12-27,gravitation,7.58,"""sport"""
2021-12-27,performance,0.46,"""sport"""
2021-12-27,athletics,6.87,"""sport"""
2021-12-27,dessert,1.34,"""cooking"""
2021-12-27,pasta,3.13,"""cooking"""
2021-12-28,learning,4.27,"""education"""
2021-12-28,warmup,0.61,"""game"""
2021-12-28,tasting,5.45,"""cooking"""
2021-12-29,curriculum,3.97,"""education"""
2021-12-29,coursework,7.16,"""education"""
2021-12-29,planet,4.99,"""sport"""
2021-12-29,coach,3.79,"""sport"""
2021-12-29,sports gear,2.2,"""sport"""
2021-12-29,adventure travel,4.79,"""travel"""
2021-12-29,relaxation,2.15,"""game"""
2021-12-29,cooking,7.2,"""cooking"""
2021-12-30,probe,7.21,"""game"""
2021-12-30,solar system,2.1,"""space"""
2021-12-30,technique,9.82,"""game"""
2021-12-30,tournament,9.06,"""sport"""
2021-12-30,accommodation,3.18,"""cooking"""
2021-12-30,soup,2.39,"""cooking"""
2021-12-31,ionosphere,1.74,"""space"""
2021-12-31,excursion,9.27,"""travel"""
2022-01-01,diploma,5.92,"""education"""
2022-01-01,qualification,6.69,"""education"""
2022-01-01,training,8.55,"""education"""
2022-01-01,flavor,7.08,"""cooking"""
2022-01-02,knowledge,7.16,"""education"""
2022-01-02,training,9.24,"""education"""
2022-01-02,celestial,4.12,"""cooking"""
2022-01-02,orbit,2.38,"""space"""
2022-01-02,tennis,4.96,"""sport"""
2022-01-02,explore,1.04,"""game"""
2022-01-02,beach,3.29,"""sport"""
2022-01-02,seasonal,4.18,"""fashion"""
2022-01-02,preparation,5.73,"""cooking"""
2022-01-03,pedagogy,3.08,"""education"""
2022-01-03,online learning,2.55,"""education"""
2022-01-03,astronomer,3.87,"""space"""
2022-01-03,meditation,3.0,"""cooking"""
2022-01-03,catering,7.84,"""fashion"""
2022-01-03,cuisine,2.62,"""cooking"""
2022-01-04,exoplanet,5.86,"""space"""
2022-01-04,fitness,9.88,"""sport"""
2022-01-04,wanderlust,5.94,"""fashion"""
2022-01-04,excursion,9.9,"""travel"""
2022-01-05,qualification,2.51,"""education"""
2022-01-05,exoplanet,1.34,"""space"""
2022-01-05,solar system,5.68,"""space"""
2022-01-05,sportsmanship,2.1,"""sport"""
2022-01-05,endurance,2.13,"""cooking"""
2022-01-05,dessert,9.29,"""cooking"""
2022-01-05,international,2.43,"""travel"""
2022-01-06,academic,5.28,"""education"""
2022-01-06,student,1.63,"""education"""
2022-01-06,galaxy,2.89,"""game"""
2022-01-06,season,1.15,"""sport"""
2022-01-06,destination wedding,4.47,"""fashion"""
2022-01-06,recipe,9.59,"""cooking"""
2022-01-06,garnish,2.05,"""fashion"""
2022-01-07,alien,6.7,"""space"""
2022-01-07,marathon,5.26,"""sport"""
2022-01-07,meditation,6.37,"""cooking"""
2022-01-07,wildlife,6.89,"""cooking"""
2022-01-08,learning,8.3,"""education"""
2022-01-08,space shuttle,2.64,"""space"""
2022-01-08,city tour,4.84,"""travel"""
2022-01-08,getaway,9.46,"""travel"""
2022-01-09,study habits,8.64,"""education"""
2022-01-09,martian,4.79,"""cooking"""
2022-01-09,celestial,1.4,"""cooking"""
2022-01-09,league,2.39,"""sport"""
2022-01-09,sustainable,2.82,"""cooking"""
2022-01-10,spacecraft,2.34,"""space"""
2022-01-10,local,8.65,"""travel"""
2022-01-10,festival,3.49,"""fashion"""
2022-01-10,barbecue,2.65,"""cooking"""
2022-01-10,healthy,3.06,"""cooking"""
2022-01-11,teacher,6.4,"""education"""
2022-01-11,astronaut,2.14,"""space"""
2022-01-11,comet,1.09,"""sport"""
2022-01-11,warmup,2.88,"""game"""
2022-01-11,transport,9.74,"""sport"""
2022-01-12,tennis,3.86,"""sport"""
2022-01-12,fusion,3.78,"""game"""
2022-01-13,universe,2.96,"""game"""
2022-01-13,athlete,0.52,"""sport"""
2022-01-13,cruise,8.62,"""travel"""
2022-01-14,learning,4.36,"""education"""
2022-01-14,dark matter,3.58,"""cooking"""
2022-01-14,space station,1.98,"""space"""
2022-01-15,seminar,7.91,"""education"""
2022-01-15,workshop,3.51,"""education"""
2022-01-15,planet,7.63,"""sport"""
2022-01-15,wormhole,0.37,"""game"""
